AA_ELEICAO,NM_MUNICIPIO,NM_LOCAL_VOTACAO,DS_ENDERECO,NM_BAIRRO,Soma de QT_ELEITOR
2018,IPUEIRAS,EEF MACÁRIO BEZERRA GALVÃO - OLHO D'ÁGUA DOS GALVÕES,OLHO D'AGUA DOS GALVÕES,OLHO D'ÁGUA DOS GALVÕES,470
2018,IPUEIRAS,EEF MANOEL JOÃO DA SILVA - PALESTINA,PALESTINA,PALESTINA,153
2018,IPUEIRAS,EEF MANOEL MADEIRO DE CARVALHO - VAGALUME,VAGALUME,VAGALUME,319
2018,IPUEIRAS,EEF MANOEL RODRIGUES DE FARIAS - VIDEL DOS CLEMENTINOS,VIDEL DOS CLEMENTINOS,VIDEL DOS CLEMENTINOS,77
2018,IPUEIRAS,EEF NOEMI VASCONCELOS - ENGENHEIRO JOÃO TOMÉ,"RUA DOUTOR BRANDÃO, S/N",ENGENHEIRO JOÃO TOMÉ,1113
2018,IPUEIRAS,EEF PADRE FRANCISCO CORREIA LIMA - BAIXA DO FRADE,BAIXA DO FRADE,BAIXA DO FRADE,473
2018,IPUEIRAS,EEF PAPA PAULO VI - SANTA MARIA,SANTA MARIA,SANTA MARIA,223
2018,IPUEIRAS,EEF PEDRO ALVES DA SILVA - LAGOA DO ARROZ,LAGOA DO ARROZ,LAGOA DO ARROZ,234
2018,IPUEIRAS,EEF PEDRO FRANCISCO ALVES - TAPERA DO MEIO,TAPERA DO MEIO,TAPERA DO MEIO,339
2018,IPUEIRAS,EEF RAIMUNDO SOBRINHO DE OLIVEIRA - COITE,COITÉ,COITE,441
2018,IPUEIRAS,EEF SEBASTIÃO FERREIRA CHAVES - BARRO VERMELHO,BARRO VERMELHO,BARRO VERMELHO,348
2018,IPUEIRAS,EEI E FUNDAMENTAL FRANCISCO SIMPLICIO DE FARIAS - CHICO PEREIRA,CHICO PEREIRA,CHICO PEREIRA,245
2018,IPUEIRAS,EEI E FUNDAMENTAL JOSÉ SOARES CAVALCANTE - AREIAS,AREIAS,AREIAS,590
2018,IPUEIRAS,EEI E FUNDAMENTAL JOSÉ SOARES CAVALCANTE - AREIAS,GUARIBAS,GUARIBAS,27
2018,IPUEIRAS,EEIEF ANTÔNIO DA SILVA PASSOS - BACAMARTE,BACAMARTE,BACAMARTE,77
2018,IPUEIRAS,EEIEF FILOMENO PINHEIRO DOS SANTOS - MEL,MEL,MEL,88
2018,IPUEIRAS,EEIEF FRANCISCO FILGUEIRA DE MELO - BOQUEIRÃO,BOQUEIRÃO,BOQUEIRÃO,238
2018,IPUEIRAS,EEIEF GONÇALO BEZERRA CHAVES - SÃO JOSÉ DE LONTRAS,SÃO JOSÉ DE LONTRAS,SÃO JOSÉ DE LONTRAS,255
2018,IPUEIRAS,EEIEF JOAQUIM FERREIRA DO VALE - ALAZANS,ALAZANS,ALAZANS,447
2018,IPUEIRAS,ESCOLA DE 1 GRAU JOAO CASSIMIRO DE SOUSA - BOM JARDIM,BOM JARDIM,BOM JARDIM,143
2018,IPUEIRAS,ESCOLA DE ENSINO FUNDAMENTAL ABILIO SABOIA DE ARAUJO - PAU D'ARCO,PAU D'ARCO,PAU D'ARCO,405
2018,IPUEIRAS,ESCOLA DE ENSINO FUNDAMENTAL ANTÔNIO XIMENES VERAS - GATOS,GATOS,GATOS,179
2018,IPUEIRAS,ESCOLA DE ENSINO FUNDAMENTAL AQUILES PERES MOTA - ARRAIAL,ARRAIAL,ARRAIAL,728
2018,IPUEIRAS,ESCOLA DE ENSINO FUNDAMENTAL BENEDITO ALVES DA SILVA - MILHÃ,MILHÃ,MILHÃ,295
2018,IPUEIRAS,ESCOLA DE ENSINO FUNDAMENTAL CREUSA MELO - CENTRO,"RUA DUQUE DE CAXIAS, S/N",CENTRO,1105
2018,IPUEIRAS,ESCOLA DE ENSINO FUNDAMENTAL FREI ALVES - SÃO CHICO,SÃO CHICO,SÃO CHICO,92
2018,IPUEIRAS,ESCOLA DE ENSINO FUNDAMENTAL JOÃO BEZERRA DE MOURA - NOVA GRAÇA,TAPERA DE CIMA,TAPERA DE CIMA,381
2018,IPUEIRAS,ESCOLA DE ENSINO FUNDAMENTAL JOÃO NUNES DA SILVA - CIPÓ,CIPÓ,CIPÓ,104
2018,IPUEIRAS,ESCOLA DE ENSINO FUNDAMENTAL JOAQUIM DUARTE DE NEGREIROS - GOIS,GOIS,GOIS,298
2018,IPUEIRAS,ESCOLA DE ENSINO FUNDAMENTAL JOSÉ ALOÍSIO ARAGÃO - CENTRO,"RUA CORONEL MALAQUIAS, 36",CENTRO,1344
2018,IPUEIRAS,ESCOLA DE ENSINO FUNDAMENTAL JOSÉ MARIANO DE MELO - LIVRAMENTO,LIVRAMENTO,LIVRAMENTO,830
2018,IPUEIRAS,ESCOLA DE ENSINO FUNDAMENTAL JOSÉ RUFINO DE ARAUJO - CONTENDAS,CONTENDAS,CONTENDAS,63
2018,IPUEIRAS,ESCOLA DE ENSINO FUNDAMENTAL MARIANO MARINHO DE OLIVEIRA - AMÉRICA,AMÉRICA,AMÉRICA,1284
2018,IPUEIRAS,ESCOLA DE ENSINO FUNDAMENTAL MARIANO MARINHO DE OLIVEIRA - AMÉRICA,BAIXA GRANDE,BAIXA GRANDE,9
2018,IPUEIRAS,ESCOLA DE ENSINO FUNDAMENTAL PADRE ANGELIM - CENTRO,"RUA CORONEL MANOEL MOURÃO, SN",CENTRO,756
2018,IPUEIRAS,ESCOLA DE ENSINO FUNDAMENTAL PEDRO GONÇALVES PEREIRA - ININGAS,ININGAS,ININGAS,284
2018,IPUEIRAS,ESCOLA DE ENSINO INFANTIL E FUNDAMENTAL JUAREZ CATUNDA - ESTAÇÃO,"RUA MANOEL MOREIRA MATOS, 61",ESTAÇÃO,911
2018,IPUEIRAS,ESCOLA DE ENSINO INFANTIL E FUNDAMENTAL MARIA ALVES DE ALMEIDA,BAIXA DO JUÁ,BAIXA DO JUÁ,259
2018,IPUEIRAS,ESCOLA DE PRIMEIRO GRAU FRANCISCO MENDES - RIACHO DO SÍTIO,RIACHO DO SITIO,RIACHO DO SÍTIO,19
2018,IPUEIRAS,ESCOLA DE PRIMEIRO GRAU MARIA DO CARMO GOMES - OLHO D'ÁGUA SECO,OLHO D'ÁGUA SECO,OLHO D'ÁGUA SECO,43
2018,IPUEIRAS,GRUPO ESCOLAR FRANCISCO PEREIRA DA SILVA - IPUZINHO,IPUZINHO,IPUZINHO,389
2018,IPUEIRAS,GRUPO ESCOLAR MANOEL RIBEIRO DO NASCIMENTO - MALHADA DE PEDRA,MALHADA DE PEDRA,MALHADA De PEDRA,24
2018,IPUEIRAS,GRUPO ESCOLAR MONSENHOR FONTENELE - VAMOS VER,"RUA ZACARIAS RIBEIRO MIRANDA, 653",VAMOS VER,1531
2018,IPUEIRAS,GRUPO ESCOLAR PORFIRIO DE ARAUJO CHAVES - BARROCAS,BARROCAS,BARROCAS,299
2018,IPUEIRAS,SEDE DA ASSOCIAÇÃO DOS PEQUENOS PRODUTORES RURAIS - PAI MANÉ,PAI MANÉ,PAI MANÉ,170
2018,IRACEMA,C.S.U. MAJOR JOSE OSÓRIO BOTÃO,"RUA GERVASIO HOLANDA, 1110",CENTRO,684
2018,IRACEMA,E. PRUDENCIO PESSOA DE QUEIROZ,SITIO BARREIROS,ZONA RURAL,287
2018,IRACEMA,E.E.F. ABDON XAVIER DE CARVALHO,"RUA CAPITAO MANOEL RUFINO DE NEGREIROS, S/N",CENTRO,2272
2018,IRACEMA,E.E.F. BENIGNA ETELVINA,"RUA FRANCISCO PEREIRA SAMPAIO, S/N",VILA EMA,819
2018,IRACEMA,E.E.F. FRANCISCA FLORENCIO GUERRA,SITIO FOZ,FOZ,269
2018,IRACEMA,E.E.F. FRANCISCO DE ASSIS FILHO,SERRA DOS BASTIÕES,ZONA RURAL,932
2018,IRACEMA,E.E.F. FRANCISCO PEREIRA SAMPAIO,"RUA FRANCISCO PEREIRA SAMPAIO, SN",VILA EMA,879
2018,IRACEMA,E.E.F. JOAQUIM DE HOLANDA CAMPELO,"RUA ARCINDO DE HOLANDA NEGREIRO, 130",CAMPO,1545
2018,IRACEMA,E.E.F. JOSÉ BILRO DE MEDEIROS,NOVO SÃO JOSÉ DOS FAMAS - CE 138,ZONA RURAL,222
2018,IRACEMA,E.E.F.M. DEP JOAQUIM DE  FIGUEIREDO CORREIA,"RUA ANTONIO HOLANDA MORAES, 136",CENTRO,2071
2018,IRACEMA,E.E.F.M. ENEAS OLIMPIO DA SILVA,"RUA CAP MANOEL RUFINO DE NEGREIROS, 35",CENTRO,1713
2018,IRACEMA,POSTO DE SAÚDE OTAVIO JOSÉ DE LIMA,SITIO FOZ,ZONA RURAL,83
2018,IRAUÇUBA,CENTRO DE REFERÊNCIA DA EDUCAÇÃO INFANTIL DE IRAUÇUBA - CREII,AV. PAULO BASTOS 837,CENTRO-SEDE,597
2018,IRAUÇUBA,CENTRO EDUCACIONAL DE JOVENS E ADULTOS - CEFEJA,RUA 7 DE SETEMBRO,CENTRO-SEDE,533
2018,IRAUÇUBA,CENTRO EDUCACIONAL PROFESSOR ANTONIO BARBOSA BRAGA,LUCAS BATISTA DA MOTA 135,CENTRO-SEDE,1663
2018,IRAUÇUBA,CENTRO EDUCACIONAL PROFESSOR ANTONIO BARBOSA BRAGA,RUA WALMAR BRAGA SN,CENTRO-SEDE,374
2018,IRAUÇUBA,EEIF IELDA TEIXEIRA FERNANDES,JUA,JUA,450
2018,IRAUÇUBA,EMEF GIL BASTOS,"RUA NOVA, S/N",CENTRO-SEDE,1337
2018,IRAUÇUBA,EMEF LUCAS FERREIRA,MOCO DE CIMA,MOCO DE CIMA,320
2018,IRAUÇUBA,ESCOLA DE 1º GRAU FRANCISCO ARAUJO CHAVES,SAO JOSE,SAO JOSE,327
2018,IRAUÇUBA,ESCOLA DE ENSINO FUNDAMENTAL E MÉDIO DE IRAUÇUBA - EEFMI,"AVENIDA PAULO BASTOS, 68",CENTRO-SEDE,1233
2018,IRAUÇUBA,ESCOLA DE ENSINO FUNDAMENTAL PAULO BASTOS,AV JORGE DOMINGUES 1641,CENTRO-SEDE,1822
2018,IRAUÇUBA,ESCOLA DE ENSINO INFANTIL E FUNDAMENTAL ANTÔNIO VIDAL,MANDACARU,MANDACARU,391
2018,IRAUÇUBA,ESCOLA MUNICIPAL DR. MARCELO SANFORD,BOA VISTA DO CAXITORE,BOA VISTA DO CAXITORE,323
2018,IRAUÇUBA,ESCOLA MUNICIPAL DR. MARCELO SANFORD,QUIXABA,QUIXABA,1
2018,IRAUÇUBA,ESCOLA MUNICIPAL EDSON QUEIROZ,SACO VERDE,SACO VERDE,453
2018,IRAUÇUBA,ESCOLA MUNICIPAL FRANCISCO PACHECO DE CASTRO,PASSARINHO,PASSARINHO,232
2018,IRAUÇUBA,ESCOLA MUNICIPAL JOSEFA CECI TABOSA BRAGA,CAJAZEIRAS,VILA CAJAZEIRAS,64
2018,IRAUÇUBA,ESCOLA MUNICIPAL JOSEFA CLOTILDE TABOSA BRAGA,RUA ANARIO BRAGA SN,MISSI,1557
2018,IRAUÇUBA,ESCOLA MUNICIPAL JULIO CESAR DE AZEVEDO,RUA MIGUEL BARBOSA SN,MISSI,731
2018,IRAUÇUBA,ESCOLA MUNICIPAL JULIO PINHEIRO BASTOS,COITE,COITE,894
2018,IRAUÇUBA,ESCOLA MUNICIPAL MANOEL COELHO DA CRUZ,CAMPINAS,CAMPINAS,989
2018,IRAUÇUBA,ESCOLA MUNICIPAL MIGUEL FERNANDES,RUA JOAQUIM PEREIRA PASSOS SN,JUA,1713
2018,IRAUÇUBA,GRUPO ESCOLAR MUNICIPAL WALMAR DE ANDRADE BRAGA,BUENO,BUENO,105
2018,IRAUÇUBA,GRUPO ESCOLAR MUNICIPAL WALMAR DE ANDRADE BRAGA,POCO DA ONCA,POCO DA ONCA,25
2018,ITAIÇABA,CEI FRANCISCO AMARAL MAIA,LOGRADOURO,LOGRADOURO,603
2018,ITAIÇABA,CENTRO VOCACIONAL TECNOLOGICO DE ITAICABA,RUA CORONEL JOAO BATISTA 248,CENTRO,606
2018,ITAIÇABA,E.E.F.  JEOVA COSTA LIMA,CAMURIM,CAMURIM,203
2018,ITAIÇABA,E.E.F.  JEOVA COSTA LIMA,RANCHO DO POVO,RANCHO DO POVO,6
2018,ITAIÇABA,E.E.F.  RAIMUNDO NONATO GOMES DINIZ,TABULEIRO DO LUNA,TABULEIRO DO LUNA,445
2018,ITAIÇABA,E.E.F. DOM AURELIANO MATOS,BRITO,BRITO,511
2018,ITAIÇABA,E.E.F. DULCINEA GOMES DINIZ,"VILA OLIMPICA, 336",CENTRO,1178
2018,ITAIÇABA,E.E.F. ERNESTO GURGEL VALENTE,ALTO DO FERRÃO,ALTO DO FERRÃO,256
2018,ITAIÇABA,E.E.F. JOSE ELDER MENDONCA MOREIRA,ASSENTAMENTO TOME AFONSO,TOME AFONSO,252
2018,ITAIÇABA,E.E.F.M. JOAO BARBOSA LIMA,RUA CEL JOAO BATISTA 397,CENTRO,808
2018,ITAIÇABA,ESCOLA PADRE ABÍLIO,RUA JOAO BARBOSA LIMA 1074,CENTRO,1097
2018,ITAIÇABA,POSTO DE SAÚDE BAIXO GIQUI,SITIO BAIXO GIQUI,BAIXO GIQUI,158
2018,ITAIÇABA,PREFEITURA MUNICIPAL DE ITAIÇABA,PRAÇA PAULO SARASATE 298,CENTRO,320
2018,ITAITINGA,CASA DE PRIVAÇÃO PROV. DE LIBERDADE AG. ELIAS ALVES DA SILVA - CPPL IV,"BR 116, KM 17",RIACHÃO,0
2018,ITAITINGA,EEF ELIAS DE SOUSA,"RUA JOSE RODRIGUES PEREIRA, 137",PARQUE GENEZARÉ,1923
2018,ITAITINGA,EEF FRANCISCA DE MORAIS FERRER,"RUA PARQUE DAS FLORES, S/N",ANCURI,1448
2018,ITAITINGA,EEF FRANCISCA FERREIRA SIQUEIRA,"AV. CEL. ANTONIO FERREIRA, 440",GERERAÚ,907
2018,ITAITINGA,EEF FRANCISCO SALES FILHO,"RUA MARIO SALES, 460",JABUTI,1885
2018,ITAITINGA,EEF GERALDO BATISTA DE LIMA,AV. CEL. VIRGÍLIO TÁVORA S/N,CENTRO,2033
2018,ITAITINGA,EEF HENRIQUE GONÇALVES DA JUSTA,"RUA SEBASTIÃO CAJUEIRO, 797",BARRO DURO,755
2018,ITAITINGA,EEF JARDIM DE FÁTIMA,"RUA ELIATAR DIÓGENES, S/N",BARROCÃO,2724
2018,ITAITINGA,EEF LÍDIA ALVES CAVALCANTE,"RUA CARLOS DA COSTA CARMO, 757",PARQUE SANTO ANTONIO,1900
2018,ITAITINGA,EEF MANOEL FERREIRA GOMES,"RUA D, 636",PARQUE DOM PEDRO,1364
2018,ITAITINGA,EEF MANOEL MACHADO,"RUA FLORINDO RODRIGUES, 101",VILA MACHADO,1484
2018,ITAITINGA,EEF MANOEL NOVAIS DE OLIVEIRA,"RODOVIA EDSON QUEIROZ, 3205",CARAPIÓ,1194
2018,ITAITINGA,EEF MANOEL RODRIGUES DE PAIVA,"AV. PAULINO ROCHA, 6120",CARACANGA,602
2018,ITAITINGA,EEF RAUL TAVARES CAVALCANTE,"AV. PAULINO ROCHA, 3238",GERERAÚ,601
2018,ITAITINGA,EEF SANTA TEREZINHA,"AV. LÍDIA ALVES CAVALCANTE, S/N",PONTA DA SERRA,812
2018,ITAITINGA,EEF VALMIQUE SAMPAIO ALBUQUERQUE,"RUA JOSMO GURGEL ARAUJO, 1256",CENTRO,3047
2018,ITAITINGA,EEIEF PROFESSORA LAURA DA COSTA LIMA,"RUA FRANCISCO ALVES DE FRANÇA, 486",PARQUE SANTO ANTONIO,777
2018,ITAITINGA,EEM ANTÔNIO GERALDO DE LIMA,"RUA ISAAC NEWTON CAMPOS, 337",PARQUE SANTO ANTONIO,621
2018,ITAITINGA,ESCOLA DE 1 GRAU HORACIO ALVES FERREIRA,AV CRUZEIRO DO SUL 412,CARACANGA,295
2018,ITAITINGA,ESCOLA DE 1º GRAU GALDINO ASSUNÇÃO FILHO,"RUA LAURA DE SOUSA, 33",RIACHÃO,942
2018,ITAITINGA,ESCOLA DE ENSINO FUNDAMENTAL DONA CONCEIÇÃO,"RUA DR. MANOEL SÁTIRO, N 132",PARQUE GENEZARÉ,1010
2018,ITAITINGA,INSTITUTO PENAL PROFESSOR OLAVO OLIVEIRA - IPPOO II,"BR 116, KM 17",PEDRAS,0
2018,ITAITINGA,UNIDADE PRISIONAL PROFESSOR JOSÉ SOBREIRA DE AMORIM - UPPJSA,"BR 116, KM 17",PEDRAS,0
2018,ITAPAJÉ,CENTRO DE EDUCAÇÃO PRÉ-ESCOLAR O NOSSO MUNDO,RUA FAUSTO PINHEIRO 530,ACUDE-SEDE,2461
2018,ITAPAJÉ,CENTRO INTERESCOLAR JOÃO TEIXEIRA SARAIVA,RUA JOSE PINTO CAVALCANTE 273,CENTRO-SEDE,1806
2018,ITAPAJÉ,CENTRO SOCIAL URBANO RAIMUNDO DE ARAUJO BASTOS,RUA ANTONIO EUSEBIO BASTOS 85,CRUZEIRO-SEDE,1058
2018,ITAPAJÉ,CRECHE DONA DUQUESA,RUA 2 DE FEVEREIRO 331,CENTRO-SEDE,1728
2018,ITAPAJÉ,CRECHE NEDE CRIANÇA ESPERANÇA,AV. ANTONIO BARROSO BASTOS CONJUNTO ALCEBIADES SN,FERROS-SEDE,645
2018,ITAPAJÉ,CRECHE NEDI SONHO INFANTIL,RUA PEDRO GOMES SN CONJUNTO ANTONIO BRAGA,ESMERINO GOMES,347
2018,ITAPAJÉ,CRECHE SONHO DE CRIANÇA,"RUA JOAQUIM LIRA MAGALHÃES, 367",ALTO DOS BERNARDOS,863
2018,ITAPAJÉ,E.E.F.M. ANTONIO CUSTÓDIO DE MESQUITA,RUA ANTONIO CUSTODIO DE MESQUITA 76,IRATINGA,1680
2018,ITAPAJÉ,E.E.F.M. MONSENHOR CATAO PORFIRIO SAMPAIO,RUA TEIXEIRA PINTO 136,PADRE LIMA,2739
2018,ITAPAJÉ,E.E.F.M. PROFª ESTEFÂNIA MATOS,RUA FRANCISCO JOSE DE OLIVEIRA SN,SANTA RITA-SEDE,948
2018,ITAPAJÉ,ESCOLA CAPITAO PRUDENCIO PEREIRA PASSOS,SOLEDADE,SOLEDADE,860
2018,ITAPAJÉ,ESCOLA COMUNITARIA SÃO JOSÉ,FAZENDA BOMBAS,BOMBAS,362
2018,ITAPAJÉ,ESCOLA JOAQUIM RAIMUNDO XAVIER,SAO TOMÉ,SAO TOME,545
2018,ITAPAJÉ,ESCOLA JULIO SAMPAIO DE QUEIRO,SANTA MARIA,SANTA MARIA,154
2018,ITAPAJÉ,ESCOLA MANOEL FRANCISCO DE MATOS,SAO PEDRO,SITIO SAO PEDRO,301
2018,ITAPAJÉ,ESCOLA MUNICIPAL ANGELICA VIEIRA,RUA VEREADOR TOMÁS FILHO SN,IRATINGA,664
2018,ITAPAJÉ,ESCOLA MUNICIPAL ANTONIO BARBOSA,JARDIM,JARDIM,246
2018,ITAPAJÉ,ESCOLA MUNICIPAL ANTONIO PINTO DE OLIVEIRA,CAMARA,CAMARA,653
2018,ITAPAJÉ,ESCOLA MUNICIPAL ANTONIO VIANA DE MESQUITA,SAO MIGUEL DE BAIXO,SAO MIGUEL DE BAIXO,615
2018,ITAPAJÉ,ESCOLA MUNICIPAL BENTO SOARES GUIMARAES,AGUAI,AGUAI,610
2018,ITAPAJÉ,ESCOLA MUNICIPAL CANDIDO PINTO DE MESQUITA,BAIXA GRANDE,BAIXA GRANDE,527
2018,ITAPAJÉ,ESCOLA MUNICIPAL CAPITAO MANOEL PINTO MESQUITA,RUA TEIXEIRA PINTO  1047,PADRE LIMA,2040
2018,ITAPAJÉ,ESCOLA MUNICIPAL DEP VALTER CAVALCANTE E SA,PEDRA D'AGUA,PEDRA D'AGUA,322
2018,ITAPAJÉ,ESCOLA MUNICIPAL DEUSIMAR LIRA BASTOS,MARITACACA,MARITACACA,274
2018,ITAPAJÉ,ESCOLA MUNICIPAL FRANCISCO DAS CHAGAS VIEIRA,SALGADO,SALGADO,235
2018,ITAPAJÉ,ESCOLA MUNICIPAL FRANCISCO LOPES RODRIGUES,SITIO ARMADOR,ARMADOR,1058
2018,ITAPAJÉ,ESCOLA MUNICIPAL HENRIQUE DAVID DE SOUSA,JORGE,JORGE,663
2018,ITAPAJÉ,ESCOLA MUNICIPAL JOAO MARTINS TEIXEIRA,"BR 222, KM 125",BARATEIRO,1713
2018,ITAPAJÉ,ESCOLA MUNICIPAL JOSE BARBOSA DE OLIVEIRA,SITIO OITICICA,OITICICA,294
2018,ITAPAJÉ,ESCOLA MUNICIPAL JOSE FERREIRA LIMA,CHAPADA,CHAPADA,346
2018,ITAPAJÉ,ESCOLA MUNICIPAL JOSEFA FORTE DA SILVA,SERROTE DO MEIO,SERROTE DO MEIO,440
2018,ITAPAJÉ,ESCOLA MUNICIPAL JULIO PINHEIRO BASTOS,AV DR PRAXEDES BASTOS SN,SANTA CRUZ,605
2018,ITAPAJÉ,ESCOLA MUNICIPAL MANOEL SARAIVA VIEIRA,MULUNGU,MULUNGU,359
2018,ITAPAJÉ,ESCOLA MUNICIPAL PEDRO BORGES DA SILVA,TRES OLHOS D'AGUA,TRES OLHOS D'AGUA,203
2018,ITAPAJÉ,ESCOLA MUNICIPAL PREF ROQUE SILVA MOTA,RUA OTAVIO PINTO DE MESQUITA,ESMERINO GOMES,3127
2018,ITAPAJÉ,ESCOLA MUNICIPAL ZECA PARAIBA,VILA PITOMBEIRA,PITOMBEIRA,708
2018,ITAPAJÉ,ESCOLA MUNICIPALPADRE MANOEL LIMA E SILVA,CONJUNTO PEDRO ROCHA SN,FERROS-SEDE,1266
2018,ITAPAJÉ,ESCOLA PREFEITO LUIS FORTE DA SILVA,RUA ALVARO BASTOS SN,SANTA RITA-SEDE,1093
2018,ITAPAJÉ,ESCOLA SAO JOAQUIM,BOM JESUS,BOM JESUS,116
2018,ITAPAJÉ,PROJETO ABC,RUA MANOEL BERNARDE 59,CRUZEIRO-SEDE,909
2018,ITAPIPOCA,ASSOCIACAO COMUNITARIA DE CROATA,CROATA,BELA VISTA,121
2018,ITAPIPOCA,ASSOCIACAO COMUNITARIA DE SAQUINHO,SAQUINHO,ARAPARI,97
2018,ITAPIPOCA,CENTRO EDUCACIONAL MARIA MAGALHAES VIANA AZEVEDO,RUA MOESIO LOIOLA S/N,CACIMBAS,3903
2018,ITAPIPOCA,CENTRO EDUCACIONAL PIO XII,RUA JOAO CORDEIRO 625,CENTRO,1790
2018,ITAPIPOCA,EEB ADAUTO BEZERRA,RUA JOAQUIM RODRIGUES TEIXEIRA,MOURÃO,2120
2018,ITAPIPOCA,EEB ALONSO PINTO DE CASTRO,BETÂNIA,CRUXATI,1940
2018,ITAPIPOCA,EEB ANASTACIO EULAMPIO BRAGA,BARRA NOVA,ASSUNCÃO,169
2018,ITAPIPOCA,EEB ANTONIO DANUSIO BARROSO,BARRA DO MACACO,CALUGI,303
2018,ITAPIPOCA,EEB ANTONIO JOAQUIM BRAGA,BOM LUGAR,ASSUNCÃO,118
2018,ITAPIPOCA,EEB ANTONIO PINHEIRO DE FREITAS,BOM JESUS,BALEIA,212
2018,ITAPIPOCA,EEB ANTONIO PIRES CHAVES,BULHÕES,BELA VISTA,232
2018,ITAPIPOCA,EEB CAZUZA DE SOUSA FERREIRA,BRANDOES,DESERTO,142
2018,ITAPIPOCA,EEB DE MACEIO,MACEIO,BALEIA,1114
2018,ITAPIPOCA,EEB DE MULATAO,MULATAO,DESERTO,429
2018,ITAPIPOCA,EEB DE SÃO COSMO,SÃO COSMO,ARAPARI,136
2018,ITAPIPOCA,EEB DOM PAULO EDUARDO ANDRADE PONTES,CÓRREGO DA ESTRADA,MARINHEIROS,568
2018,ITAPIPOCA,EEB DOMINGOS GONCALVES MUNIZ,PICOS,PICOS,1646
2018,ITAPIPOCA,EEB DR PÉRICLES FERNANDES TEIXEIRA,RUA ANTONIO BARROSO NETO S/N,CRUZEIRO,41
2018,ITAPIPOCA,EEB FILOMENA LOPES DE SOUSA,LIVRAMENTO,ZONA RURAL,395
2018,ITAPIPOCA,EEB FRANCISCO ALVES TEIXEIRA,CABECEIRAS DO MUNDAU,ARAPARI,187
2018,ITAPIPOCA,EEB FRANCISCO BELO FILHO,LAGOINHA II,DESERTO,529
2018,ITAPIPOCA,EEB FRANCISCO BENTO,TANQUES,BARRENTO,516
2018,ITAPIPOCA,EEB FRANCISCO BEZERRA DE SOUZA,LAGOA DA CRUZ,ZONA RURAL,1100
2018,ITAPIPOCA,EEB FRANCISCO HOMERINDO BARROSO,SAO MIGUEL,ARAPARI,218
2018,ITAPIPOCA,EEB FRANCISCO JOAQUIM DE SOUSA FILHO,ITAQUATIARA,ARAPARI,230
2018,ITAPIPOCA,EEB FRANCISCO LÚCIO DO NASCIMENTO,TIMBAÚBA,BARRENTO,527
2018,ITAPIPOCA,EEB FRANCISCO NELSON DE LAVOR,TABOCA,ZONA RURAL,422
2018,ITAPIPOCA,EEB FRANCISCO TABOSA BRAGA,RETIRO NOVO,DESERTO,350
2018,ITAPIPOCA,EEB FRANCISCO TEIXEIRA DE LAVOR,MACAQUINHO,ZONA RURAL,322
2018,ITAPIPOCA,EEB FRANCISCO TEIXEIRA PIRES,SALGADO DOS PIRES,ZONA RURAL,415
2018,ITAPIPOCA,EEB GERARDO MESQUITA,ARARA DO MEIO,ASSUNCÃO,471
2018,ITAPIPOCA,EEB INOCENCIO GONÇALVES MUNIZ,TRAPIA,ZONA RURAL,189
2018,ITAPIPOCA,EEB ISAIAS TEIXEIRA PINTO,SANTAREM,ASSUNCÃO,530
2018,ITAPIPOCA,EEB JERONIMO DE FREITAS GUIMARAES,ARAPARI,ARAPARI,542
2018,ITAPIPOCA,EEB JOAO BATISTA PIRES,BELA VISTA,BELA VISTA,861
2018,ITAPIPOCA,EEB JOAO GONCALVES VIANA,SANTA RITA,ARAPARI,322
2018,ITAPIPOCA,EEB JOÃO IDÁLIO TEIXEIRA,"RUA OSVALDO PRIMO CAXILÉ, 1220",CRUZEIRO,2577
2018,ITAPIPOCA,EEB JOÃO IRINEU DA SILVA,LAGOA DAS MERCÊS,LAGOA DAS MERCÊS,746
2018,ITAPIPOCA,EEB JOAO MESQUITA TEIXEIRA,BARRENTO,BARRENTO,514
2018,ITAPIPOCA,EEB JOÃO SABINO DO NASCIMENTO,LAGOA DO JUA,ZONA RURAL,458
2018,ITAPIPOCA,EEB JOAO TEIXEIRA PINTO,NOVA ASSIS,DESERTO,315
2018,ITAPIPOCA,EEB JOAQUIM DE SOUZA PINTO,SÃO GONÇALO DOS DOMINGOS,ARAPARI,396
2018,ITAPIPOCA,EEB JOAQUIM MANOEL MARQUES,SÍTIO DO MEIO,BARRENTO,680
2018,ITAPIPOCA,EEB JOSE EDILSON DE SOUSA,ARAPARI,ARAPARI,741
2018,ITAPIPOCA,EEB JOSE FRANCISCO SOARES,ESCALVADO,ARAPARI,443
2018,ITAPIPOCA,EEB JOSE GONCALVES DA SILVA,SAO DANIEL,ARAPARI,154
2018,ITAPIPOCA,EEB JOSE LINS DE ALBUQUERQUE,RUA CRISTO REDENTOR,VIOLETE,3422
2018,ITAPIPOCA,EEB JOSE MANOEL DOS SANTOS,SAQUINHO,ZONA RURAL,361
2018,ITAPIPOCA,EEB JOSÉ MARIA DA SILVEIRA,PRAIA DA BALEIA,BALEIA,1158
2018,ITAPIPOCA,EEB JOSÉ PIRES CHAVES,ARAPONGA,BARRENTO,192
2018,ITAPIPOCA,EEB JOSE SECUNDO DE MARIA,BRAGA,ASSUNCÃO,176
