AA_ELEICAO,NM_MUNICIPIO,NM_LOCAL_VOTACAO,DS_ENDERECO,NM_BAIRRO,Soma de QT_ELEITOR
2018,IGUATU,ESCOLA DE ENS MEDIO MARIA DAUREA LOPES,VILA ALENCAR,VILA ALENCAR,751
2018,IGUATU,ESCOLA DE ENS. FUND.  RITA DE CASSIA,SITIO ARCENO,ALENCAR DISTRITO,108
2018,IGUATU,ESCOLA DE ENS. FUND. MARIO PARENTE TEÓFILO,SITIO CARDOSO I,SITIO CARDOSO 1,568
2018,IGUATU,ESCOLA DE ENSINO MEDIO LUCAS EMANUEL,RUA AMALIA BRASIL SN,VILA MOURA,2599
2018,IGUATU,IGREJA DE SÃO JOSÉ DO SÍTIO SÃO JOSÉ DO BRAVO,SÃO JOSE DO BRAVO,GADELHA,94
2018,IGUATU,IGREJA DO SÍTIO BAIAXAS,SITIO BAIXAS,ALENCAR DISTRITO,115
2018,IGUATU,IGREJA DO SÍTIO GENIPAPEIRO,SITIO GENIPAPEIRO,BARRA I,123
2018,IGUATU,INSTITUTO FEDERAL DO CEARÁ - IFCE CAMPUS AREIAS,RUA DEOCLECIO LIMA VERDE SN,AREIAS,518
2018,IGUATU,LICEU DE IGUATU DR JOSE GONDIM,RUA 25 DE MARCO S/N,BRASILIA,2506
2018,IGUATU,PSF CARDOSO DOS BASTOS,VILA QUIXOA                                       SEDE,QUIXOA,130
2018,IGUATU,PSF DA VARZEA DA LAMA,SITIO VARZEA DA LAMA,SITIO VARZEA DA LAMA,211
2018,IGUATU,PSF DA VÁRZEA GRANDE,VARZEA GRANDE                                     ALENCAR,ALENCAR DISTRITO,268
2018,IGUATU,PSF DO CÓRREGO,SITIO CÓRREGO DA SANTA ROSA,SANTA ROSA,315
2018,IGUATU,PSF DO GADO BRAVO,SITIO GADO BRAVO,ALENCAR DISTRITO,71
2018,IGUATU,PSF DO SÍTIO GAMELEIRA,SITIO GAMELEIRA,GAMELEIRA,428
2018,IGUATU,PSF DO SÍTIO SANTA CLARA,SANTA CLARA,BARREIRAS DOS PARAIBANOS,164
2018,IGUATU,PSF DO SÍTIO SANTA ROSA III,SITIO SANTA ROSA III,SANTA ROSA,180
2018,IGUATU,PSF DO SÍTIO TAMBIÁ,SITIO TAMBIA                                      SEDE,SANTA ROSA,199
2018,IGUATU,PSF DO SITIO TANQUES,SITIO TANQUES RODOVIA IGUATU/JUCAS,SÍTIO TANQUES,431
2018,IGUATU,SECRETARIA MUNICIPAL DE AÇÃO SOCIAL,RUA 21 DE ABRIL SN,ALTO DO JUCA,994
2018,IGUATU,UNIDADE BASICA DR. ERNANI BARREIRA,"RUA ESTADOS UNIDOS, S/N",DAS FLORES,949
2018,INDEPENDÊNCIA,ASSENTAMENTO PINTADA,ASSENTAMENTO PINTADA,ASSENTAMENTO PINTADA,73
2018,INDEPENDÊNCIA,CENTRO DE SAUDE DE INDEPENDENCIA,RUA FREI VIDAL S/N,CENTRO,317
2018,INDEPENDÊNCIA,COLÉGIO SANTANA DE INDEPENDÊNCIA,RUA FREI VIDAL,CENTRO,1042
2018,INDEPENDÊNCIA,CRECHE CANTINHO DA CRIANCA,RUA BOA VISTA SN COHAB,COHAB,790
2018,INDEPENDÊNCIA,E.E.F. ABIGAIL ANTUNES MARQUES,"RUA DO CRUZEIRO, 208",CENTRO,2151
2018,INDEPENDÊNCIA,E.E.F. ANTERO FERREIRA DA PONTE,LOCALIDADE RIACHO DO GADO,RIACHO DO GADO,123
2018,INDEPENDÊNCIA,E.E.F. ANTONIO FELIX DE ARAUJO,RETIRO,RETIRO,121
2018,INDEPENDÊNCIA,E.E.F. ANTONIO PINHEIRO PACIFICO DE LIMA,BISPADO,BISPADO,76
2018,INDEPENDÊNCIA,E.E.F. ANTONIO VIEIRA COUTINHO,CATINGUEIRO,CATINGUEIRO,104
2018,INDEPENDÊNCIA,E.E.F. BENTO DE JESUS SARMENTO,VARZEA DA CACIMBA,VARZEA DA CACIMBA,225
2018,INDEPENDÊNCIA,E.E.F. FRANCISCO ALVES DE ARAUJO,POVOADO REMEDIO,REMEDIO,240
2018,INDEPENDÊNCIA,E.E.F. FRANCISCO DA SILVA LIMA,TERCELAO,TERCELAO,104
2018,INDEPENDÊNCIA,E.E.F. FRANCISCO FERREIRA DORTA,FAZENDA PEREIROS,MONTE SINAI,284
2018,INDEPENDÊNCIA,E.E.F. FRANCISCO JOSE LACERDA NETO,POVOADO SAO JOSE,SAO JOSE,237
2018,INDEPENDÊNCIA,E.E.F. IVANEIDE BEZERRA DE OLIVEIRA,MOLEQUE,MOLEQUE,109
2018,INDEPENDÊNCIA,E.E.F. JOAO FERREIRA FILHO,ACUDE JABURU,JABURU,418
2018,INDEPENDÊNCIA,E.E.F. JOAO RODRIGUES DAS NEVES,SAO JOSE -  EMATUBA,EMATUBA,151
2018,INDEPENDÊNCIA,E.E.F. JOAQUIM DELFINO DA SILVA,LOCALIDADE DE OITICICA,BOA HORA,81
2018,INDEPENDÊNCIA,E.E.F. JOAQUIM FERREIRA VIANA,RUA DA MATRIZ,MONTE SINAI,539
2018,INDEPENDÊNCIA,E.E.F. JOSE CANUTO DE OLIVEIRA,POVOADO VARZEA GRANDE,VÁRZEA GRANDE,459
2018,INDEPENDÊNCIA,E.E.F. JOSE DE SOUSA CAVALCANTE,MULUNGU,MULUNGU,97
2018,INDEPENDÊNCIA,E.E.F. JOSE FERREIRA DOS SANTOS,"RUA C, 158",COHAB,1408
2018,INDEPENDÊNCIA,E.E.F. JOSE LEITE DE SOUSA ROSA,FAZENDA JATOBA,JATOBá,107
2018,INDEPENDÊNCIA,E.E.F. JOSE RODRIGUES ZUMBA,VARZEA ALEGRE,VARZEA ALEGRE,310
2018,INDEPENDÊNCIA,E.E.F. LIMA NETO,POVOADO RIACHO DO MEIO,RIACHO DO MEIO,598
2018,INDEPENDÊNCIA,E.E.F. LINO VIEIRA SOARES,POVOADO NOVA OLINDA,NOVA OLINDA,288
2018,INDEPENDÊNCIA,E.E.F. MANOEL FERREIRA DE MELO,DISTRITO EMATUBA,EMATUBA,680
2018,INDEPENDÊNCIA,E.E.F. MANOEL NASCIMENTO ARAUJO,POVOADO SANTA LUZIA,SANTA LUZIA,209
2018,INDEPENDÊNCIA,E.E.F. MARIA CARLOS DE OLIVEIRA,VARZEA DO TOCO,VARZEA DO TOCO,175
2018,INDEPENDÊNCIA,E.E.F. MARTINIANO GONCALVES DOS SANTOS,PEDRA LISA,PEDRA LISA,233
2018,INDEPENDÊNCIA,E.E.F. MIGUEL GONCALVES DA SILVA,POVOADO BRILHANTE,BRILHANTE,436
2018,INDEPENDÊNCIA,E.E.F. MUNICIPAL ANTONIO FERREIRA CHAVES,LOCALIDADE DE SAO JOAQUIM,SAO JOAQUIM,221
2018,INDEPENDÊNCIA,E.E.F. SANTO ANTONIO,SANTA CLARA,SANTA CLARA,153
2018,INDEPENDÊNCIA,E.E.F. SAO GERALDO,LOCALIDADE DE VILA NOVA,VILA NOVA,122
2018,INDEPENDÊNCIA,E.E.F. SIMÃO JORGE SIRIANO,DISTRITO IAPI,IAPI,427
2018,INDEPENDÊNCIA,E.E.F. VICENTE RODRIGUES SALES,POVOADO ALVAÇÃO,ALVAÇÃO,437
2018,INDEPENDÊNCIA,E.E.F. VIRGILIO TAVORA,POVOADO TRANQUEIRAS,TRANQUEIRAS,816
2018,INDEPENDÊNCIA,E.E.F.ANTONIO LOURENÇO DE SOUSA,POVOADO SANTA MARIA,SANTA MARIA,141
2018,INDEPENDÊNCIA,E.E.F.FRANCISCA NELI DE ARAUJO,BANCO DA AREIA,BANCO DA AREIA,142
2018,INDEPENDÊNCIA,E.E.F.JOAO PEREIRA DA SILVA,URUGUAI,URUGUAI,209
2018,INDEPENDÊNCIA,E.E.F.JOSÉ SOARES DA SILVA,SANTA CRUZ,SANTA CRUZ,130
2018,INDEPENDÊNCIA,E.E.F.M. PROFª MARIA JÚLIA FIALHO,"RUA SANTOS DUMONT, 260",CENTRO,365
2018,INDEPENDÊNCIA,E.E.F.MANOEL MARTINS SOBRINHO,POVOADO CONTAS,CONTAS,76
2018,INDEPENDÊNCIA,E.E.F.NOSSA SENHORA DE FÁTIMA,ASSOCIAÇÃO COMUNITÁRIA MANOELINHO BEZERRA PEREIRA,BOM SUCESSO,82
2018,INDEPENDÊNCIA,EEE RAIMUNDO NONATO FILHO,MALHADA VERMELHA,MALHADA VERMELHA,115
2018,INDEPENDÊNCIA,EEF DIOGO CAVALHEDO,FAZENDA ARAUJO,ARAÚJO,353
2018,INDEPENDÊNCIA,EEF FRANCISCO LEANDRO,ASSENTAMENTO PALESTINA,ASSENTAMENTO PALESTINA,208
2018,INDEPENDÊNCIA,EEF FRANCISCO MELINO COELHO,POVOADO SAO LOURENÇO,SÃO LOURENÇO,162
2018,INDEPENDÊNCIA,EEF JOAO CAPISTRANO VIEIRA GOMES,POVOADO JUCA,JUCÁ,285
2018,INDEPENDÊNCIA,EEF JOAO DE DEUS GOMES BARBOSA,MORRO DOS BARBOSA,ZONA RURAL,54
2018,INDEPENDÊNCIA,EEF JOAO RODRIGUES DA SILVA,GROTA DOS RODRIGUES,GROTA DOS RODRIGUES,71
2018,INDEPENDÊNCIA,EEF MIGUEL RODRIGUES DA SILVA,ASSENTAMENTO MUNDO NOVO,ASSENTAMENTO MUNDO NOVO,125
2018,INDEPENDÊNCIA,EEF MUNICIPAL DE CARNAUBINHA,LOCALIDADE DE CARNAUBINHA,CARNAUBINHA,98
2018,INDEPENDÊNCIA,EEF RAIMUNDO VIEIRA,POVOADO CACHOEIRA DO FOGO,CACHOEIRA DO FOGO,711
2018,INDEPENDÊNCIA,EEF SANTA ISABEL,POVOADO JANDRANGOEIRA,JANDRANGOEIRA,203
2018,INDEPENDÊNCIA,EEF SANTA MARIA,ASSENTAMENTO ANICETO,ASSENTAMENTO ANICETO,56
2018,INDEPENDÊNCIA,EMATERCE,RUA PRESIDENTE VARGAS,CENTRO,759
2018,INDEPENDÊNCIA,ESCOLA ABIGAIL MARQUES (PETI),RUA DO CRUZEIRO,CENTRO,521
2018,INDEPENDÊNCIA,ESCOLA ISOLADA N SENHORA APARECIDA,POVOADO  JARDIM,JARDIM,90
2018,INDEPENDÊNCIA,GRUPO ESCOLAR,POVOADO SOARES,SOARES,193
2018,INDEPENDÊNCIA,GRUPO ESCOLAR DE ASSENTAMENTO JUAZEIRO,ASSENTAMENTO JUAZEIRO,ASSENTAMENTO JUAZEIRO,139
2018,INDEPENDÊNCIA,GRUPO ESCOLAR DOMINGO JOAQUIM FERNANDES,POVOADO ORIENTE,ORIENTE,216
2018,INDEPENDÊNCIA,GRUPO ESCOLAR JERONIMO ALVES DE ARAUJO,RUA SANTA TERESINHA S/N,CENTRO,1900
2018,IPAPORANGA,ESCOLA DE EDUCAÇÃO INFANTIL PEQUENO PRÍNCIPE,"RUA GABRIELRODRIGUES JÚNIOR, 101",CENTRAL,1005
2018,IPAPORANGA,ESCOLA DE ENSINO FUNDAMENTAL ANTONIO DIAS FERREIRA,SITIO PIEDADE,DISTRITO TORRÕES,19
2018,IPAPORANGA,ESCOLA DE ENSINO FUNDAMENTAL ANTONIO DIAS FERREIRA,TORROES,DISTRITO TORRÕES,361
2018,IPAPORANGA,ESCOLA DE ENSINO FUNDAMENTAL ANTONIO LOPES TEIXEIRA,MULUNGU,DISTRITO MULUNGU,377
2018,IPAPORANGA,ESCOLA DE ENSINO FUNDAMENTAL FRANCISCO PEREIRA DE SOUSA,MARABA,DISTRITO TORRÕES,18
2018,IPAPORANGA,ESCOLA DE ENSINO FUNDAMENTAL FRANCISCO PEREIRA DE SOUSA,SAO DOMINGOS,DISTRITO SACRAMENTO,198
2018,IPAPORANGA,ESCOLA DE ENSINO FUNDAMENTAL GONCALVES DE PAULA,ACUDE NOVO,DISTRITO LAGOA DO BARRO,115
2018,IPAPORANGA,ESCOLA DE ENSINO FUNDAMENTAL GONCALVES PEREIRA DA SILVA,GROTAS,DISTRITO SACRAMENTO,230
2018,IPAPORANGA,ESCOLA DE ENSINO FUNDAMENTAL JOAQUIM CORREIA DE SOUSA,CANABRAVINHA,DISTRITO SÍTIO ARARAS,119
2018,IPAPORANGA,ESCOLA DE ENSINO FUNDAMENTAL JORGE PINHEIRO DE OLIVEIRA,CAJAS DOS JORGES,DISTRITO CAJÁS DOS JORGES,566
2018,IPAPORANGA,ESCOLA DE ENSINO FUNDAMENTAL JOSE DOMINGOS DE MORAES,LAGOA DO BARRO,DISTRITO LAGOA DO BARRO,697
2018,IPAPORANGA,ESCOLA DE ENSINO FUNDAMENTAL JOSE DOMINGOS DE MORAES,VILA ALEIXO,DISTRITO LAGOA DO BARRO,3
2018,IPAPORANGA,ESCOLA DE ENSINO FUNDAMENTAL LUIZ LOPES DE SOUSA,ESTREITO,DISTRITO LAGOA DO BARRO,501
2018,IPAPORANGA,ESCOLA DE ENSINO FUNDAMENTAL MACARIO JORGE SOARES,SACRAMENTO,DISTRITO SACRAMENTO,266
2018,IPAPORANGA,ESCOLA DE ENSINO FUNDAMENTAL MANOEL MARCOS FERREIRA,BURITI DOS BRAS,DISTRITO SÍTIO ARARAS,184
2018,IPAPORANGA,ESCOLA DE ENSINO FUNDAMENTAL MANUEL FERREIRA DE OLIVEIRA,BAIXA GRANDE,DISTRITO SÍTIO ARARAS,5
2018,IPAPORANGA,ESCOLA DE ENSINO FUNDAMENTAL MANUEL FERREIRA DE OLIVEIRA,PALMEIRAS,DISTRITO SÍTIO ARARAS,197
2018,IPAPORANGA,ESCOLA DE ENSINO FUNDAMENTAL MARCOS ALMEIDA NETO,ARARAS,DISTRITO SÍTIO ARARAS,336
2018,IPAPORANGA,ESCOLA DE ENSINO FUNDAMENTAL ROSA ALVES DE ALMEIDA,CAJAS DOS QUADRO,DISTRITO MULUNGU,128
2018,IPAPORANGA,ESCOLA DE ENSINO FUNDAMENTAL SANTA MARTA,BOA ESPERANCA,DISTRITO CAJÁS DOS JORGES,133
2018,IPAPORANGA,ESCOLA DE ENSINO FUNDAMENTAL SANTA RITA DE CASSIA,AGUA BRANCA,DISTRITO ÁGUA BRANCA,579
2018,IPAPORANGA,ESCOLA DE ENSINO FUNDAMENTAL SANTA RITA DE CASSIA,TRAPIA - LAGOA DO BARRO,DISTRITO,28
2018,IPAPORANGA,ESCOLA DE ENSINO FUNDAMENTAL WALDEMAR DE ALCÂNTARA,"RUA MANOEL DE PAULA, N. 389",CENTRO,51
2018,IPAPORANGA,ESCOLA DE ENSINO FUNDAMENTAL WALDEMAR DE ALCÂNTARA,"RUA PEDRO CORREIA LEITÃO, SN",ALTO DO BOM PRINCÍPIO,1841
2018,IPAPORANGA,ESCOLA DE ENSINO MÉDIO MARIA VIEIRA DE PINHO,"AV. MARIA ERIMAR RIBEIRO DE PAIVA, S/N",CENTRO,866
2018,IPAPORANGA,GRUPO ESCOLAR SAO JOAO DEL REI,LAGOA DO PEIXE,DISTRITO MULUNGU,170
2018,IPAUMIRIM,ASSOCIAÇÃO DOS AGRICULTORES DO SÍTIO SÃO VICENTE,SITIO SAO VICENTE SN,SAO VICENTE-SITIO,360
2018,IPAUMIRIM,CENTRO DE EDUCAÇÃO INFANTIL POETA ALBERTO ALEXANDRE VIANA DE MOURA,AVENIDA ARGEMIRO FELIZARDO,CENTRO-SEDE,313
2018,IPAUMIRIM,ESCOLA DE 1 GRAU DOM FRANCISCO DE ASSIS PIRES,RUA PRESIDENTE CASTELO BRANCO 110,CENTRO-SEDE,2539
2018,IPAUMIRIM,ESCOLA DE ENSINO FUNDAMENTAL DR JARISMAR GONCALVES MELO,AV CAPITAO URBANO 37,CENTRO-SEDE,1396
2018,IPAUMIRIM,GRUPO ESCOLAR BENEVENUTO DE ALMEIDA CAVALCANTE,TRAVESSA SAO JOSE SN,FELIZARDO-DISTRITO,456
2018,IPAUMIRIM,GRUPO ESCOLAR CORONEL LUIS LEITE DA NOBREGA,SITIO SAO PEDRO SN,SAO PEDRO-SITIO,278
2018,IPAUMIRIM,GRUPO ESCOLAR FRANCISCO DE MELO E SILVA,DISTRITO DE CANAUNA SN,CANAUNA-SITIO,724
2018,IPAUMIRIM,GRUPO ESCOLAR JOSE ALVES DE OLIVEIRA,VILA SAO JOSE,CENTRO-SEDE,856
2018,IPAUMIRIM,GRUPO ESCOLAR JOSE DE BARROS BARBOSA,SITIO SERROTE SN,SERROTE-SITIO,309
2018,IPAUMIRIM,GRUPO ESCOLAR LUIZ PINHEIRO BARBOSA,VILA ALTO BANDEIRANTE,CENTRO-SEDE,468
2018,IPAUMIRIM,GRUPO ESCOLAR VICENTE FELIZARDO VIEIRA,DISTRITO DE FELIZARDO SN,FELIZARDO-DISTRITO,1424
2018,IPAUMIRIM,POSTO DE SAÚDE DA VILA FAZENDINHA,SITIO BANANEIRAS SN,BANANEIRAS-SITIO,331
2018,IPU,ASSEMBLEIA DE DEUS,SAO CRISTOVAO,DISTRITO,329
2018,IPU,COLEGIO IPUENSE,RUA ANTONIO MEMORIA 1188 CENTRO,SEDE,1491
2018,IPU,CVT - CENTRO VOCACIONAL TECNOLOGICO,AV MILTON CARVALHO SN - CAIXA DAGUA,SEDE,729
2018,IPU,E.E.E.M. ANTONIO PEREIRA DE FARIAS,VARZEA DO GILO,DISTRITO,836
2018,IPU,E.E.F. RAIMUNDO BALACO,SANTA TEREZA I,SANTA TEREZA I,103
2018,IPU,E.M.E.F. ABILIO MARTINS,ABILIO MARTINS,DISTRITO,543
2018,IPU,E.M.E.F. ANTONIO ALVES FERREIRA,SÃO JOSÉ DO SERTÃO,DISTRITO,320
2018,IPU,E.M.E.F. ANTONIO DE SOUSA BARROS,CAJAZEIRAS,DISTRITO,156
2018,IPU,E.M.E.F. ANTONIO FERREIRA LIMA,MATO GROSSO,DISTRITO,756
2018,IPU,E.M.E.F. CONRADO DE ARAUJO CHAVES,RECANTO,DISTRITO,261
2018,IPU,E.M.E.F. CRIANCA ESPERANCA,SITIO MACACO,SITIO MACACO,165
2018,IPU,E.M.E.F. ELDA PEREIRA MOTA,ESCONDIDO,DISTRITO,449
2018,IPU,E.M.E.F. FRANCISCO ASSIS TORQUATO,ST. DAMIÃO,DISTRITO,168
2018,IPU,E.M.E.F. FRANCISCO PERES MARTINS,LAGOA VELHA,DISTRITO,102
2018,IPU,E.M.E.F. FUNDAÇÃO MARTINS,LAGES,DISTRITO,379
2018,IPU,E.M.E.F. GUILHERME DE OLIVEIRA FILHO,FLORES,DISTRITO,333
2018,IPU,E.M.E.F. JOÃO CAMELO DE FARIAS,BARRINHA,DISTRITO,398
2018,IPU,E.M.E.F. JOAO DE PAULA BELEM,ENGENHO DOS BELEM,DISTRITO,433
2018,IPU,E.M.E.F. JOAO FERREIRA DA COSTA,ST. BOA VISTA,DISTRITO,637
2018,IPU,E.M.E.F. JOÃO SAMPAIO DE ARAUJO,VARZEA DO GILO,DISTRITO,796
2018,IPU,E.M.E.F. JOAQUIM FERREIRA DO NASCIMENTO,SANTA LUZIA,DISTRITO,234
2018,IPU,E.M.E.F. JOSÉ FIRMINO BARROS,MALHADA VERMELHA,DISTRITO,167
2018,IPU,E.M.E.F. LUIZ GONZAGA DA COSTA,ST. TINGUIS,DISTRITO,295
2018,IPU,E.M.E.F. MANOEL BENVINDO DE MENEZES,ABILIO MARTINS,DISTRITO,577
2018,IPU,E.M.E.F. MANOEL FERREIRA DE SOUSA,MANUINO,DISTRITO,325
2018,IPU,E.M.E.F. MARIA LAURA SAMPAIO,RUA FELIX CANDIDO 857 - ALTO DOS 14,SEDE,2025
2018,IPU,E.M.E.F. MELQUIADES CAMELO TIMBO,VARZEA DA CURICACA,DISTRITO,235
2018,IPU,E.M.E.F. PEDRO CAMELO DA SILVA,INGAZEIRA,DISTRITO,312
2018,IPU,E.M.E.F. PROFA. MARIA VALDEMIRA COELHO MELLO,RUA FRANCISCO ELMIRO MARTINS 450 - CANUDOS,SEDE,1874
2018,IPU,E.M.E.F. SERAFIM FILOMENO DO NASCIMENTO,OLHO D'ÁGUA DOS FACUNDES,DISTRITO,537
2018,IPU,E.M.E.F. VENCESLAU FERREIRA CHAVES,BAIXA LARGA,DISTRITO,1190
2018,IPU,EEF DUQUE DE CAXIAS,MARRUAS DOS PAIVAS,MARRUAS DOS PAIVAS,447
2018,IPU,EEF TERESA ODETE - CEJA,RUA CEL FELIX 600 - REINO DE FRANCA,REINO DE FRANCA,883
2018,IPU,EMEB FRANCISCO CARVALHO DE ARAGÃO,OLHO D'AGUINHA,DISTRITO,347
2018,IPU,EMEB MONSENHOR GONÇALO DE OLIVEIRA LIMA,AV. JOSÉ CARVALHO ARAGÃO,ALTO DA BOA VISTA,3378
2018,IPU,EMEB SENHOR DO BONFIM,OLHO D'ÁGUA VELHO,ZONA RURAL,149
2018,IPU,ESCOLA DE ENSINO FUNDAMENTAL DELMIRO GOLVEIA,AV MILTON CARVALHO 1171 - CAIXA DAGUA,SEDE,1775
2018,IPU,ESCOLA DE ENSINO FUNDAMENTAL E MEDIO AUTON ARAGAO,PCA SAO SEBASTIAO 1029 CENTRO,SEDE,2114
2018,IPU,ESCOLA DE ENSINO MEDIO DEP MURILO ROCHA AGUIAR,AV MILTON CARVALHO 635 - CENTRO,SEDE,848
2018,IPU,FORUM MUNICIPAL (ESPECIAL),PRACA SAO SEBASTIAO 1020,SEDE,26
2018,IPU,FSESP,RUA PE JOAO DE CASTRO SN CENTRO,SEDE,408
2018,IPU,PATRONATO SOUZA CARVALHO,PCA DR CHAGAS PINTO 1045 - CENTRO,SEDE,1460
2018,IPU,POLO DE ARTESANATO,ALEGRIA,DISTRITO,274
2018,IPU,POSTO DA SUCAM - FNS,RUA DR CHAGAS PINTO 631 - CENTRO,SEDE,379
2018,IPU,POSTO DE SAUDE - MARIA AYDÊ F. XIMENES,SANTA ROSA,DISTRITO,377
2018,IPU,POSTO DE SAUDE DE INGAZEIRA,INGAZEIRA,DISTRITO,333
2018,IPU,PREDIO DA RECEITA FEDERAL DE IPU,AV AUTON ARAGAO 1678 - CANUDOS,SEDE,342
2018,IPU,SECRETARIA MUNICIPAL DE EDUCACAO E CULTURA DE IPU,RUA MAJOR LIBERALINO 1066 - CENTRO,SEDE,560
2018,IPU,SINDICATO DOS TRABALHADORES RURAIS DE IPU,RUA PE JOAO DE CASTRO 1102 - CAIXA DAGUA,SEDE,227
2018,IPU,UBS ANTONIA LOPES FERREIRA,ENGENHO DOS BELÉM,ZONA RURAL,419
2018,IPU,UBS JOÃO BATISTA DE AZEVEDO,SAO JOSE DOS MARTINS,DISTRITO,933
2018,IPU,UBS MARIA CLOTILDE CARLOS PAZ,ALTO ALEGRE,DISTRITO,456
2018,IPU,UNIDADE BASICA DE SAUDE DAS FLORES - FRANCISCO DAS CHAGAS TORRES,FLORES,FLORES,410
2018,IPUEIRAS,ASSOCIAÇÃO COMUNITÁRIA MANOEL FERREIRA DA CRUZ - ARAÇAS,ARAÇAS,ARAÇAS,127
2018,IPUEIRAS,ASSOCIAÇÃO DOS PEQUENOS PRODUTORES RURAIS - FLORESTA,FLORESTA,FLORESTA,289
2018,IPUEIRAS,C.E.I MARIANA SANTA CHAVES - BALSEIROS,BALSEIROS,BALSEIROS,585
2018,IPUEIRAS,CENTRO COMUNITÁRIO SIMÃO ALVES DA COSTA - CENTRO,"RUA JOSÉ MIRAUGUSTO, 84",CENTRO,640
2018,IPUEIRAS,CENTRO DE EDUCAÇÃO INFANTIL EXPEDITA GOMES ARAGÃO - LIVRAMENTO,LIVRAMENTO,LIVRAMENTO,330
2018,IPUEIRAS,CENTRO MULTIFUNCIONAL FRANCISCO CAZUZA SAMPAIO - CENTRO,"RUA CORONEL JOSÉ BENTO, S/N",CENTRO,1332
2018,IPUEIRAS,COLEGIO ESTADUAL OTACÍLIO MOTA - CENTRO,"RUA CORONEL MANOEL MOURÃO, 389",CENTRO,1692
2018,IPUEIRAS,E.E.F UCESSINA RIBEIRO MELO - PALMEIRAS,PALMEIRAS,PALMEIRAS,168
2018,IPUEIRAS,EEF ANTÔNIO ALVES DE OLIVEIRA - LAGOA DOS VEADOS,LAGOA DOS VEADOS,LAGOA DOS VEADOS,197
2018,IPUEIRAS,EEF ANTÔNIO EUFRASINO DE PINHO - NOVA FÁTIMA,NOVA FATIMA,NOVA FÁTIMA,697
2018,IPUEIRAS,EEF ANTÔNIO HOLANDA CAVALCANTE - VILA HOLANDA,VILA HOLANDA,VILA HOLANDA,119
2018,IPUEIRAS,EEF ANTÔNIO JOSÉ BEZERRA - JACARÉ,JACARÉ,JACARÉ,87
2018,IPUEIRAS,EEF ANTÔNIO SABINO DO NASCIMENTO -,BALSEIROS,BALSEIROS,428
2018,IPUEIRAS,EEF APRÍGIO CAMELO DE PAIVA - ENGENHEIRO JOÃO TOMÉ,"RUA DOUTOR BRANDÃO, S/N",ENGENHEIRO JOÃO TOMÉ,492
2018,IPUEIRAS,EEF CESARIO DE SOUSA MEDEIROS - MIRADOR,MIRADOR,MIRADOR,331
2018,IPUEIRAS,EEF CIRILO ELIAS CAVALCANTE - QUIXERÉ,QUIXERÉ,QUIXERÉ,146
2018,IPUEIRAS,EEF ESTEVAM RODRIGUES MOREIRA - VILA NOVA,"ESTEVAM RODRIGUES MOREIRA, 604",VILA NOVA,526
2018,IPUEIRAS,EEF FRANCISCO APRÍGIO DE FARIAS - OLHO D'AGUA DOS BARROSOS,OLHO D'AGUA DOS BARROSOS,OLHO D'ÁGUA DOS BARROSOS,116
2018,IPUEIRAS,EEF FRANCISCO FREIRE ROMÃO - OLHO DAGUINHA DOS FREIRES,OLHO D'AGUINHA DOS FREIRES,OLHO D'AGUINHA DOS FREIRES,248
2018,IPUEIRAS,EEF FRANCISCO FREIRE ROMÃO - OLHO DAGUINHA DOS FREIRES,PRAZERES,PRAZERES,78
2018,IPUEIRAS,EEF FRANCISCO GOMES DE MELO - GÁSEA,GÁSEA,GÁSEA,687
2018,IPUEIRAS,EEF FRANCISCO PAZ ARAGÃO - SÃO JOSÉ,SÃO JOSÉ,SÃO JOSÉ,895
2018,IPUEIRAS,EEF FRANCISCO RIBEIRO LOPES - NOVA FÁTIMA,NOVA FÁTIMA,NOVA FÁTIMA,337
2018,IPUEIRAS,EEF FRANCISCO SOARES MOURÃO - MATRIZ DE SÃO GONÇALO,MATRIZ DE SÃO GONÇALO,MATRIZ DE SAO GONCALO,1237
2018,IPUEIRAS,EEF GONÇALO DUARTE RIBEIRO - BOA VISTA,BOA VISTA,BOA VISTA,419
2018,IPUEIRAS,EEF GONÇALO JOSÉ DE LIMA - OITICICAS DOS ROSÁRIOS,OITICICA DOS ROSÁRIOS,OITICICA DOS ROSÁRIOS,347
2018,IPUEIRAS,EEF GONÇALO XIMENES ARAGÃO - CARNAÚBAS,"RUA JOSÉ ALEXANDRE, 752",CARNAÚBAS,1029
2018,IPUEIRAS,EEF JOÃO BATISTA MOURÃO - BOA ESPERANÇA,BOA ESPERANÇA,BOA ESPERANÇA,201
2018,IPUEIRAS,EEF JOÃO BOSCO SOARES - BOM SUCESSO,BOM SUCESSO,BOM SUCESSO,257
2018,IPUEIRAS,EEF JOSE HONÓRIO CHAVES - BARRA DO LINO,BARRA DO LINO,BARRA DO LINO,195
2018,IPUEIRAS,EEF JOSÉ SARAIVA CHAVES - MELOSA,MELOSA,MELOSA,175
2018,IPUEIRAS,EEF LOURENÇO GOMES DA SILVA - TUCUNS,TUCUNS,TUCUNS,274
2018,IPUEIRAS,EEF LOURENÇO GONÇALVES DOS SANTOS - GROSSOS,GROSSOS,GROSSOS,140
2018,IPUEIRAS,EEF LUZIA BEZERRA DA SILVA - LAGOA DOS TAVARES,LAGOA DOS TAVARES,LAGOA DOS TAVARES,153
